Nazwa zmiennej	wartość	Etykieta	etykieta	usemissing
RA_T0511	1	Słuchał	Słuchał	0,0
RA_D0511	0	Nie słuchał	Nie słuchał	0,0
RA_D0511	1	Słuchał	Słuchał	0,0
RA_T4912	0	Nie słuchał	Nie słuchał	0,0
RA_T4912	1	Słuchał	Słuchał	0,0
RA_D4912	0	Nie słuchał	Nie słuchał	0,0
RA_D4912	1	Słuchał	Słuchał	0,0
RA_T3513	0	Nie słuchał	Nie słuchał	0,0
RA_T3513	1	Słuchał	Słuchał	0,0
RA_D3513	0	Nie słuchał	Nie słuchał	0,0
RA_D3513	1	Słuchał	Słuchał	0,0
RA_T0125	0	Nie słuchał	Nie słuchał	0,0
RA_T0125	1	Słuchał	Słuchał	0,0
RA_D0125	0	Nie słuchał	Nie słuchał	0,0
RA_D0125	1	Słuchał	Słuchał	0,0
RA_T3519	0	Nie słuchał	Nie słuchał	0,0
RA_T3519	1	Słuchał	Słuchał	0,0
RA_D3519	0	Nie słuchał	Nie słuchał	0,0
RA_D3519	1	Słuchał	Słuchał	0,0
RA_T2711	0	Nie słuchał	Nie słuchał	0,0
RA_T2711	1	Słuchał	Słuchał	0,0
RA_D2711	0	Nie słuchał	Nie słuchał	0,0
RA_D2711	1	Słuchał	Słuchał	0,0
RA_T9315	0	Nie słuchał	Nie słuchał	0,0
RA_T9315	1	Słuchał	Słuchał	0,0
RA_D9315	0	Nie słuchał	Nie słuchał	0,0
RA_D9315	1	Słuchał	Słuchał	0,0
RA_T3525	0	Nie słuchał	Nie słuchał	0,0
RA_T3525	1	Słuchał	Słuchał	0,0
RA_D3525	0	Nie słuchał	Nie słuchał	0,0
RA_D3525	1	Słuchał	Słuchał	0,0
RA_T0138	0	Nie słuchał	Nie słuchał	0,0
RA_T0138	1	Słuchał	Słuchał	0,0
RA_D0138	0	Nie słuchał	Nie słuchał	0,0
RA_D0138	1	Słuchał	Słuchał	0,0
RA_T5115	0	Nie słuchał	Nie słuchał	0,0
RA_T5115	1	Słuchał	Słuchał	0,0
RA_D5115	0	Nie słuchał	Nie słuchał	0,0
RA_D5115	1	Słuchał	Słuchał	0,0
RA_T7914	0	Nie słuchał	Nie słuchał	0,0
RA_T7914	1	Słuchał	Słuchał	0,0
RA_D7914	0	Nie słuchał	Nie słuchał	0,0
RA_D7914	1	Słuchał	Słuchał	0,0
RA_T0712	0	Nie słuchał	Nie słuchał	0,0
RA_T0712	1	Słuchał	Słuchał	0,0
RA_D0712	0	Nie słuchał	Nie słuchał	0,0
RA_D0712	1	Słuchał	Słuchał	0,0
RA_T3515	0	Nie słuchał	Nie słuchał	0,0
RA_T3515	1	Słuchał	Słuchał	0,0
RA_D3515	0	Nie słuchał	Nie słuchał	0,0
RA_D3515	1	Słuchał	Słuchał	0,0
RA_T6322	0	Nie słuchał	Nie słuchał	0,0
RA_T6322	1	Słuchał	Słuchał	0,0
RA_D6322	0	Nie słuchał	Nie słuchał	0,0
RA_D6322	1	Słuchał	Słuchał	0,0
RA_T0123	0	Nie słuchał	Nie słuchał	0,0
RA_T0123	1	Słuchał	Słuchał	0,0
RA_D0123	0	Nie słuchał	Nie słuchał	0,0
RA_D0123	1	Słuchał	Słuchał	0,0
RA_T1111	0	Nie słuchał	Nie słuchał	0,0
RA_T1111	1	Słuchał	Słuchał	0,0
RA_D1111	0	Nie słuchał	Nie słuchał	0,0
RA_D1111	1	Słuchał	Słuchał	0,0
RA_T6112	0	Nie słuchał	Nie słuchał	0,0
RA_T6112	1	Słuchał	Słuchał	0,0
RA_D6112	0	Nie słuchał	Nie słuchał	0,0
RA_D6112	1	Słuchał	Słuchał	0,0
RA_T2724	0	Nie słuchał	Nie słuchał	0,0
RA_T2724	1	Słuchał	Słuchał	0,0
RA_D2724	0	Nie słuchał	Nie słuchał	0,0
RA_D2724	1	Słuchał	Słuchał	0,0
RA_T2511	0	Nie słuchał	Nie słuchał	0,0
RA_T2511	1	Słuchał	Słuchał	0,0
RA_D2511	0	Nie słuchał	Nie słuchał	0,0
RA_D2511	1	Słuchał	Słuchał	0,0
RA_T4311	0	Nie słuchał	Nie słuchał	0,0
RA_T4311	1	Słuchał	Słuchał	0,0
RA_D4311	0	Nie słuchał	Nie słuchał	0,0
RA_D4311	1	Słuchał	Słuchał	0,0
RA_T6911	0	Nie słuchał	Nie słuchał	0,0
RA_T6911	1	Słuchał	Słuchał	0,0
RA_D6911	0	Nie słuchał	Nie słuchał	0,0
RA_D6911	1	Słuchał	Słuchał	0,0
RA_T0133	0	Nie słuchał	Nie słuchał	0,0
RA_T0133	1	Słuchał	Słuchał	0,0
RA_D0133	0	Nie słuchał	Nie słuchał	0,0
RA_D0133	1	Słuchał	Słuchał	0,0
RA_T1311	0	Nie słuchał	Nie słuchał	0,0
RA_T1311	1	Słuchał	Słuchał	0,0
RA_D1311	0	Nie słuchał	Nie słuchał	0,0
RA_D1311	1	Słuchał	Słuchał	0,0
RA_T3314	0	Nie słuchał	Nie słuchał	0,0
RA_T3314	1	Słuchał	Słuchał	0,0
RA_D3314	0	Nie słuchał	Nie słuchał	0,0
RA_D3314	1	Słuchał	Słuchał	0,0
RA_T3914	0	Nie słuchał	Nie słuchał	0,0
RA_T3914	1	Słuchał	Słuchał	0,0
RA_D3914	0	Nie słuchał	Nie słuchał	0,0
RA_D3914	1	Słuchał	Słuchał	0,0
RA_T4111	0	Nie słuchał	Nie słuchał	0,0
RA_T4111	1	Słuchał	Słuchał	0,0
RA_D4111	0	Nie słuchał	Nie słuchał	0,0
RA_D4111	1	Słuchał	Słuchał	0,0
RA_T2722	0	Nie słuchał	Nie słuchał	0,0
RA_T2722	1	Słuchał	Słuchał	0,0
RA_D2722	0	Nie słuchał	Nie słuchał	0,0
RA_D2722	1	Słuchał	Słuchał	0,0
RA_T6316	0	Nie słuchał	Nie słuchał	0,0
RA_T6316	1	Słuchał	Słuchał	0,0
RA_D6316	0	Nie słuchał	Nie słuchał	0,0
RA_D6316	1	Słuchał	Słuchał	0,0
RA_T4315	0	Nie słuchał	Nie słuchał	0,0
RA_T4315	1	Słuchał	Słuchał	0,0
RA_D4315	0	Nie słuchał	Nie słuchał	0,0
RA_D4315	1	Słuchał	Słuchał	0,0
RA_T5912	0	Nie słuchał	Nie słuchał	0,0
RA_T5912	1	Słuchał	Słuchał	0,0
RA_D5912	0	Nie słuchał	Nie słuchał	0,0
RA_D5912	1	Słuchał	Słuchał	0,0
RA_T0713	0	Nie słuchał	Nie słuchał	0,0
RA_T0713	1	Słuchał	Słuchał	0,0
RA_D0713	0	Nie słuchał	Nie słuchał	0,0
RA_D0713	1	Słuchał	Słuchał	0,0
RA_T0513	0	Nie słuchał	Nie słuchał	0,0
RA_T0513	1	Słuchał	Słuchał	0,0
RA_D0513	0	Nie słuchał	Nie słuchał	0,0
RA_D0513	1	Słuchał	Słuchał	0,0
RA_T3522	0	Nie słuchał	Nie słuchał	0,0
RA_T3522	1	Słuchał	Słuchał	0,0
RA_D3522	0	Nie słuchał	Nie słuchał	0,0
RA_D3522	1	Słuchał	Słuchał	0,0
RA_T0914	0	Nie słuchał	Nie słuchał	0,0
RA_T0914	1	Słuchał	Słuchał	0,0
RA_D0914	0	Nie słuchał	Nie słuchał	0,0
RA_D0914	1	Słuchał	Słuchał	0,0
RA_T1711	0	Nie słuchał	Nie słuchał	0,0
RA_T1711	1	Słuchał	Słuchał	0,0
RA_D1711	0	Nie słuchał	Nie słuchał	0,0
RA_D1711	1	Słuchał	Słuchał	0,0
RA_T2115	0	Nie słuchał	Nie słuchał	0,0
RA_T2115	1	Słuchał	Słuchał	0,0
RA_D2115	0	Nie słuchał	Nie słuchał	0,0
RA_D2115	1	Słuchał	Słuchał	0,0
RA_T8713	0	Nie słuchał	Nie słuchał	0,0
RA_T8713	1	Słuchał	Słuchał	0,0
RA_D8713	0	Nie słuchał	Nie słuchał	0,0
RA_D8713	1	Słuchał	Słuchał	0,0
RA_T5112	0	Nie słuchał	Nie słuchał	0,0
RA_T5112	1	Słuchał	Słuchał	0,0
RA_D5112	0	Nie słuchał	Nie słuchał	0,0
RA_D5112	1	Słuchał	Słuchał	0,0
RA_T0918	0	Nie słuchał	Nie słuchał	0,0
RA_T0918	1	Słuchał	Słuchał	0,0
RA_D0918	0	Nie słuchał	Nie słuchał	0,0
RA_D0918	1	Słuchał	Słuchał	0,0
RA_T2514	0	Nie słuchał	Nie słuchał	0,0
RA_T2514	1	Słuchał	Słuchał	0,0
RA_D2514	0	Nie słuchał	Nie słuchał	0,0
RA_D2514	1	Słuchał	Słuchał	0,0
RA_T2715	0	Nie słuchał	Nie słuchał	0,0
RA_T2715	1	Słuchał	Słuchał	0,0
RA_D2715	0	Nie słuchał	Nie słuchał	0,0
RA_D2715	1	Słuchał	Słuchał	0,0
RA_T2915	0	Nie słuchał	Nie słuchał	0,0
RA_T2915	1	Słuchał	Słuchał	0,0
RA_D2915	0	Nie słuchał	Nie słuchał	0,0
RA_D2915	1	Słuchał	Słuchał	0,0
RA_T3311	0	Nie słuchał	Nie słuchał	0,0
RA_T3311	1	Słuchał	Słuchał	0,0
RA_D3311	0	Nie słuchał	Nie słuchał	0,0
RA_D3311	1	Słuchał	Słuchał	0,0
RA_T3520	0	Nie słuchał	Nie słuchał	0,0
RA_T3520	1	Słuchał	Słuchał	0,0
RA_D3520	0	Nie słuchał	Nie słuchał	0,0
RA_D3520	1	Słuchał	Słuchał	0,0
RA_T4112	0	Nie słuchał	Nie słuchał	0,0
RA_T4112	1	Słuchał	Słuchał	0,0
RA_D4112	0	Nie słuchał	Nie słuchał	0,0
RA_D4112	1	Słuchał	Słuchał	0,0
RA_T4314	0	Nie słuchał	Nie słuchał	0,0
RA_T4314	1	Słuchał	Słuchał	0,0
RA_D4314	0	Nie słuchał	Nie słuchał	0,0
RA_D4314	1	Słuchał	Słuchał	0,0
RA_T4511	0	Nie słuchał	Nie słuchał	0,0
RA_T4511	1	Słuchał	Słuchał	0,0
RA_D4511	0	Nie słuchał	Nie słuchał	0,0
RA_D4511	1	Słuchał	Słuchał	0,0
RA_T4712	0	Nie słuchał	Nie słuchał	0,0
RA_T4712	1	Słuchał	Słuchał	0,0
RA_D4712	0	Nie słuchał	Nie słuchał	0,0
RA_D4712	1	Słuchał	Słuchał	0,0
RA_T5116	0	Nie słuchał	Nie słuchał	0,0
RA_T5116	1	Słuchał	Słuchał	0,0
RA_D5116	0	Nie słuchał	Nie słuchał	0,0
RA_D5116	1	Słuchał	Słuchał	0,0
RA_T5316	0	Nie słuchał	Nie słuchał	0,0
RA_T5316	1	Słuchał	Słuchał	0,0
RA_D5316	0	Nie słuchał	Nie słuchał	0,0
RA_D5316	1	Słuchał	Słuchał	0,0
RA_T5714	0	Nie słuchał	Nie słuchał	0,0
RA_T5714	1	Słuchał	Słuchał	0,0
RA_D5714	0	Nie słuchał	Nie słuchał	0,0
RA_D5714	1	Słuchał	Słuchał	0,0
RA_T6111	0	Nie słuchał	Nie słuchał	0,0
RA_T6111	1	Słuchał	Słuchał	0,0
RA_D6111	0	Nie słuchał	Nie słuchał	0,0
RA_D6111	1	Słuchał	Słuchał	0,0
RA_T6313	0	Nie słuchał	Nie słuchał	0,0
RA_T6313	1	Słuchał	Słuchał	0,0
RA_D6313	0	Nie słuchał	Nie słuchał	0,0
RA_D6313	1	Słuchał	Słuchał	0,0
RA_T6511	0	Nie słuchał	Nie słuchał	0,0
RA_T6511	1	Słuchał	Słuchał	0,0
RA_D6511	0	Nie słuchał	Nie słuchał	0,0
RA_D6511	1	Słuchał	Słuchał	0,0
RA_T6711	0	Nie słuchał	Nie słuchał	0,0
RA_T6711	1	Słuchał	Słuchał	0,0
RA_D6711	0	Nie słuchał	Nie słuchał	0,0
RA_D6711	1	Słuchał	Słuchał	0,0
RA_T0132	0	Nie słuchał	Nie słuchał	0,0
RA_T0132	1	Słuchał	Słuchał	0,0
RA_D0132	0	Nie słuchał	Nie słuchał	0,0
RA_D0132	1	Słuchał	Słuchał	0,0
RA_T3514	0	Nie słuchał	Nie słuchał	0,0
RA_T3514	1	Słuchał	Słuchał	0,0
RA_D3514	0	Nie słuchał	Nie słuchał	0,0
RA_D3514	1	Słuchał	Słuchał	0,0
RA_T6320	0	Nie słuchał	Nie słuchał	0,0
RA_T6320	1	Słuchał	Słuchał	0,0
RA_D6320	0	Nie słuchał	Nie słuchał	0,0
RA_D6320	1	Słuchał	Słuchał	0,0
RA_T3711	0	Nie słuchał	Nie słuchał	0,0
RA_T3711	1	Słuchał	Słuchał	0,0
RA_D3711	0	Nie słuchał	Nie słuchał	0,0
RA_D3711	1	Słuchał	Słuchał	0,0
RA_T7112	0	Nie słuchał	Nie słuchał	0,0
RA_T7112	1	Słuchał	Słuchał	0,0
RA_D7112	0	Nie słuchał	Nie słuchał	0,0
RA_D7112	1	Słuchał	Słuchał	0,0
RA_T2913	0	Nie słuchał	Nie słuchał	0,0
RA_T2913	1	Słuchał	Słuchał	0,0
RA_D2913	0	Nie słuchał	Nie słuchał	0,0
RA_D2913	1	Słuchał	Słuchał	0,0
RA_T8113	0	Nie słuchał	Nie słuchał	0,0
RA_T8113	1	Słuchał	Słuchał	0,0
RA_D8113	0	Nie słuchał	Nie słuchał	0,0
RA_D8113	1	Słuchał	Słuchał	0,0
RA_T3313	0	Nie słuchał	Nie słuchał	0,0
RA_T3313	1	Słuchał	Słuchał	0,0
RA_D3313	0	Nie słuchał	Nie słuchał	0,0
RA_D3313	1	Słuchał	Słuchał	0,0
RA_T8511	0	Nie słuchał	Nie słuchał	0,0
RA_T8511	1	Słuchał	Słuchał	0,0
RA_D8511	0	Nie słuchał	Nie słuchał	0,0
RA_D8511	1	Słuchał	Słuchał	0,0
RA_T8714	0	Nie słuchał	Nie słuchał	0,0
RA_T8714	1	Słuchał	Słuchał	0,0
RA_D8714	0	Nie słuchał	Nie słuchał	0,0
RA_D8714	1	Słuchał	Słuchał	0,0
RA_T1911	0	Nie słuchał	Nie słuchał	0,0
RA_T1911	1	Słuchał	Słuchał	0,0
RA_D1911	0	Nie słuchał	Nie słuchał	0,0
RA_D1911	1	Słuchał	Słuchał	0,0
RA_T0111	0	Nie słuchał	Nie słuchał	0,0
RA_T0111	1	Słuchał	Słuchał	0,0
RA_D0111	0	Nie słuchał	Nie słuchał	0,0
RA_D0111	1	Słuchał	Słuchał	0,0
RA_T9312	0	Nie słuchał	Nie słuchał	0,0
RA_T9312	1	Słuchał	Słuchał	0,0
RA_D9312	0	Nie słuchał	Nie słuchał	0,0
RA_D9312	1	Słuchał	Słuchał	0,0
RA_T9511	0	Nie słuchał	Nie słuchał	0,0
RA_T9511	1	Słuchał	Słuchał	0,0
RA_D9511	0	Nie słuchał	Nie słuchał	0,0
RA_D9511	1	Słuchał	Słuchał	0,0
RA_T9713	0	Nie słuchał	Nie słuchał	0,0
RA_T9713	1	Słuchał	Słuchał	0,0
RA_D9713	0	Nie słuchał	Nie słuchał	0,0
RA_D9713	1	Słuchał	Słuchał	0,0
RA_T9716	0	Nie słuchał	Nie słuchał	0,0
RA_T9716	1	Słuchał	Słuchał	0,0
RA_D9716	0	Nie słuchał	Nie słuchał	0,0
RA_D9716	1	Słuchał	Słuchał	0,0
RA_T2721	0	Nie słuchał	Nie słuchał	0,0
RA_T2721	1	Słuchał	Słuchał	0,0
RA_D2721	0	Nie słuchał	Nie słuchał	0,0
RA_D2721	1	Słuchał	Słuchał	0,0
RA_T3712	0	Nie słuchał	Nie słuchał	0,0
RA_T3712	1	Słuchał	Słuchał	0,0
RA_D3712	0	Nie słuchał	Nie słuchał	0,0
RA_D3712	1	Słuchał	Słuchał	0,0
RA_T2912	0	Nie słuchał	Nie słuchał	0,0
RA_T2912	1	Słuchał	Słuchał	0,0
RA_D2912	0	Nie słuchał	Nie słuchał	0,0
RA_D2912	1	Słuchał	Słuchał	0,0
RA_T5314	0	Nie słuchał	Nie słuchał	0,0
RA_T5314	1	Słuchał	Słuchał	0,0
RA_D5314	0	Nie słuchał	Nie słuchał	0,0
RA_D5314	1	Słuchał	Słuchał	0,0
RA_T7714	0	Nie słuchał	Nie słuchał	0,0
RA_T7714	1	Słuchał	Słuchał	0,0
RA_D7714	0	Nie słuchał	Nie słuchał	0,0
RA_D7714	1	Słuchał	Słuchał	0,0
RA_T7512	0	Nie słuchał	Nie słuchał	0,0
RA_T7512	1	Słuchał	Słuchał	0,0
RA_D7512	0	Nie słuchał	Nie słuchał	0,0
RA_D7512	1	Słuchał	Słuchał	0,0
RA_T5913	0	Nie słuchał	Nie słuchał	0,0
RA_T5913	1	Słuchał	Słuchał	0,0
RA_D5913	0	Nie słuchał	Nie słuchał	0,0
RA_D5913	1	Słuchał	Słuchał	0,0
RA_T0137	0	Nie słuchał	Nie słuchał	0,0
RA_T0137	1	Słuchał	Słuchał	0,0
RA_D0137	0	Nie słuchał	Nie słuchał	0,0
RA_D0137	1	Słuchał	Słuchał	0,0
RA_T2720	0	Nie słuchał	Nie słuchał	0,0
RA_T2720	1	Słuchał	Słuchał	0,0
RA_D2720	0	Nie słuchał	Nie słuchał	0,0
RA_D2720	1	Słuchał	Słuchał	0,0
RA_T2728	0	Nie słuchał	Nie słuchał	0,0
RA_T2728	1	Słuchał	Słuchał	0,0
RA_D2728	0	Nie słuchał	Nie słuchał	0,0
RA_D2728	1	Słuchał	Słuchał	0,0
RA_T1512	0	Nie słuchał	Nie słuchał	0,0
RA_T1512	1	Słuchał	Słuchał	0,0
RA_D1512	0	Nie słuchał	Nie słuchał	0,0
RA_D1512	1	Słuchał	Słuchał	0,0
RA_T3115	0	Nie słuchał	Nie słuchał	0,0
RA_T3115	1	Słuchał	Słuchał	0,0
RA_D3115	0	Nie słuchał	Nie słuchał	0,0
RA_D3115	1	Słuchał	Słuchał	0,0
RA_T3114	0	Nie słuchał	Nie słuchał	0,0
RA_T3114	1	Słuchał	Słuchał	0,0
RA_D3114	0	Nie słuchał	Nie słuchał	0,0
RA_D3114	1	Słuchał	Słuchał	0,0
RA_T4317	0	Nie słuchał	Nie słuchał	0,0
RA_T4317	1	Słuchał	Słuchał	0,0
RA_D4317	0	Nie słuchał	Nie słuchał	0,0
RA_D4317	1	Słuchał	Słuchał	0,0
RA_T2313	0	Nie słuchał	Nie słuchał	0,0
RA_T2313	1	Słuchał	Słuchał	0,0
RA_D2313	0	Nie słuchał	Nie słuchał	0,0
RA_D2313	1	Słuchał	Słuchał	0,0
RA_T4913	0	Nie słuchał	Nie słuchał	0,0
RA_T4913	1	Słuchał	Słuchał	0,0
RA_D4913	0	Nie słuchał	Nie słuchał	0,0
RA_D4913	1	Słuchał	Słuchał	0,0
RA_T1914	0	Nie słuchał	Nie słuchał	0,0
RA_T1914	1	Słuchał	Słuchał	0,0
RA_D1914	0	Nie słuchał	Nie słuchał	0,0
RA_D1914	1	Słuchał	Słuchał	0,0
RA_T6318	0	Nie słuchał	Nie słuchał	0,0
RA_T6318	1	Słuchał	Słuchał	0,0
RA_D6318	0	Nie słuchał	Nie słuchał	0,0
RA_D6318	1	Słuchał	Słuchał	0,0
RA_T9320	0	Nie słuchał	Nie słuchał	0,0
RA_T9320	1	Słuchał	Słuchał	0,0
RA_D9320	0	Nie słuchał	Nie słuchał	0,0
RA_D9320	1	Słuchał	Słuchał	0,0
RA_T0919	0	Nie słuchał	Nie słuchał	0,0
RA_T0919	1	Słuchał	Słuchał	0,0
RA_D0919	0	Nie słuchał	Nie słuchał	0,0
RA_D0919	1	Słuchał	Słuchał	0,0
RA_T0915	0	Nie słuchał	Nie słuchał	0,0
RA_T0915	1	Słuchał	Słuchał	0,0
RA_D0915	0	Nie słuchał	Nie słuchał	0,0
RA_D0915	1	Słuchał	Słuchał	0,0
RA_T8712	0	Nie słuchał	Nie słuchał	0,0
RA_T8712	1	Słuchał	Słuchał	0,0
RA_D8712	0	Nie słuchał	Nie słuchał	0,0
RA_D8712	1	Słuchał	Słuchał	0,0
RA_T9111	0	Nie słuchał	Nie słuchał	0,0
RA_T9111	1	Słuchał	Słuchał	0,0
RA_D9111	0	Nie słuchał	Nie słuchał	0,0
RA_D9111	1	Słuchał	Słuchał	0,0
RA_T9113	0	Nie słuchał	Nie słuchał	0,0
RA_T9113	1	Słuchał	Słuchał	0,0
RA_D9113	0	Nie słuchał	Nie słuchał	0,0
RA_D9113	1	Słuchał	Słuchał	0,0
RA_T0134	0	Nie słuchał	Nie słuchał	0,0
RA_T0134	1	Słuchał	Słuchał	0,0
RA_D0134	0	Nie słuchał	Nie słuchał	0,0
RA_D0134	1	Słuchał	Słuchał	0,0
RA_T9711	0	Nie słuchał	Nie słuchał	0,0
RA_T9711	1	Słuchał	Słuchał	0,0
RA_D9711	0	Nie słuchał	Nie słuchał	0,0
RA_D9711	1	Słuchał	Słuchał	0,0
RA_T2513	0	Nie słuchał	Nie słuchał	0,0
RA_T2513	1	Słuchał	Słuchał	0,0
RA_D2513	0	Nie słuchał	Nie słuchał	0,0
RA_D2513	1	Słuchał	Słuchał	0,0
RA_T0512	0	Nie słuchał	Nie słuchał	0,0
RA_T0512	1	Słuchał	Słuchał	0,0
RA_D0512	0	Nie słuchał	Nie słuchał	0,0
RA_D0512	1	Słuchał	Słuchał	0,0
RA_T0515	0	Nie słuchał	Nie słuchał	0,0
RA_T0515	1	Słuchał	Słuchał	0,0
RA_D0515	0	Nie słuchał	Nie słuchał	0,0
RA_D0515	1	Słuchał	Słuchał	0,0
RA_T1515	0	Nie słuchał	Nie słuchał	0,0
RA_T1515	1	Słuchał	Słuchał	0,0
RA_D1515	0	Nie słuchał	Nie słuchał	0,0
RA_D1515	1	Słuchał	Słuchał	0,0
RA_T1517	0	Nie słuchał	Nie słuchał	0,0
RA_T1517	1	Słuchał	Słuchał	0,0
RA_D1517	0	Nie słuchał	Nie słuchał	0,0
RA_D1517	1	Słuchał	Słuchał	0,0
RA_T0130	0	Nie słuchał	Nie słuchał	0,0
RA_T0130	1	Słuchał	Słuchał	0,0
RA_D0130	0	Nie słuchał	Nie słuchał	0,0
RA_D0130	1	Słuchał	Słuchał	0,0
RA_T1917	0	Nie słuchał	Nie słuchał	0,0
RA_T1917	1	Słuchał	Słuchał	0,0
RA_D1917	0	Nie słuchał	Nie słuchał	0,0
RA_D1917	1	Słuchał	Słuchał	0,0
RA_T6113	0	Nie słuchał	Nie słuchał	0,0
RA_T6113	1	Słuchał	Słuchał	0,0
RA_D6113	0	Nie słuchał	Nie słuchał	0,0
RA_D6113	1	Słuchał	Słuchał	0,0
RA_T9512	0	Nie słuchał	Nie słuchał	0,0
RA_T9512	1	Słuchał	Słuchał	0,0
RA_D9512	0	Nie słuchał	Nie słuchał	0,0
RA_D9512	1	Słuchał	Słuchał	0,0
RA_T0113	0	Nie słuchał	Nie słuchał	0,0
RA_T0113	1	Słuchał	Słuchał	0,0
RA_D0113	0	Nie słuchał	Nie słuchał	0,0
RA_D0113	1	Słuchał	Słuchał	0,0
RA_T3312	0	Nie słuchał	Nie słuchał	0,0
RA_T3312	1	Słuchał	Słuchał	0,0
RA_D3312	0	Nie słuchał	Nie słuchał	0,0
RA_D3312	1	Słuchał	Słuchał	0,0
RA_T3111	0	Nie słuchał	Nie słuchał	0,0
RA_T3111	1	Słuchał	Słuchał	0,0
RA_D3111	0	Nie słuchał	Nie słuchał	0,0
RA_D3111	1	Słuchał	Słuchał	0,0
RA_T7912	0	Nie słuchał	Nie słuchał	0,0
RA_T7912	1	Słuchał	Słuchał	0,0
RA_D7912	0	Nie słuchał	Nie słuchał	0,0
RA_D7912	1	Słuchał	Słuchał	0,0
RA_T8311	0	Nie słuchał	Nie słuchał	0,0
RA_T8311	1	Słuchał	Słuchał	0,0
RA_D8311	0	Nie słuchał	Nie słuchał	0,0
RA_D8311	1	Słuchał	Słuchał	0,0
RA_T1716	0	Nie słuchał	Nie słuchał	0,0
RA_T1716	1	Słuchał	Słuchał	0,0
RA_D1716	0	Nie słuchał	Nie słuchał	0,0
RA_D1716	1	Słuchał	Słuchał	0,0
RA_T1514	0	Nie słuchał	Nie słuchał	0,0
RA_T1514	1	Słuchał	Słuchał	0,0
RA_D1514	0	Nie słuchał	Nie słuchał	0,0
RA_D1514	1	Słuchał	Słuchał	0,0
RA_T6714	0	Nie słuchał	Nie słuchał	0,0
RA_T6714	1	Słuchał	Słuchał	0,0
RA_D6714	0	Nie słuchał	Nie słuchał	0,0
RA_D6714	1	Słuchał	Słuchał	0,0
RA_T5114	0	Nie słuchał	Nie słuchał	0,0
RA_T5114	1	Słuchał	Słuchał	0,0
RA_D5114	0	Nie słuchał	Nie słuchał	0,0
RA_D5114	1	Słuchał	Słuchał	0,0
RA_T6325	0	Nie słuchał	Nie słuchał	0,0
RA_T6325	1	Słuchał	Słuchał	0,0
RA_D6325	0	Nie słuchał	Nie słuchał	0,0
RA_D6325	1	Słuchał	Słuchał	0,0
RA_T2311	0	Nie słuchał	Nie słuchał	0,0
RA_T2311	1	Słuchał	Słuchał	0,0
RA_D2311	0	Nie słuchał	Nie słuchał	0,0
RA_D2311	1	Słuchał	Słuchał	0,0
RA_T3113	0	Nie słuchał	Nie słuchał	0,0
RA_T3113	1	Słuchał	Słuchał	0,0
RA_D3113	0	Nie słuchał	Nie słuchał	0,0
RA_D3113	1	Słuchał	Słuchał	0,0
RA_T4513	0	Nie słuchał	Nie słuchał	0,0
RA_T4513	1	Słuchał	Słuchał	0,0
RA_D4513	0	Nie słuchał	Nie słuchał	0,0
RA_D4513	1	Słuchał	Słuchał	0,0
RA_T0917	0	Nie słuchał	Nie słuchał	0,0
RA_T0917	1	Słuchał	Słuchał	0,0
RA_D0917	0	Nie słuchał	Nie słuchał	0,0
RA_D0917	1	Słuchał	Słuchał	0,0
RA_T7312	0	Nie słuchał	Nie słuchał	0,0
RA_T7312	1	Słuchał	Słuchał	0,0
RA_D7312	0	Nie słuchał	Nie słuchał	0,0
RA_D7312	1	Słuchał	Słuchał	0,0
RA_T7513	0	Nie słuchał	Nie słuchał	0,0
RA_T7513	1	Słuchał	Słuchał	0,0
RA_D7513	0	Nie słuchał	Nie słuchał	0,0
RA_D7513	1	Słuchał	Słuchał	0,0
RA_T0139	0	Nie słuchał	Nie słuchał	0,0
RA_T0139	1	Słuchał	Słuchał	0,0
RA_D0139	0	Nie słuchał	Nie słuchał	0,0
RA_D0139	1	Słuchał	Słuchał	0,0
RA_T2726	0	Nie słuchał	Nie słuchał	0,0
RA_T2726	1	Słuchał	Słuchał	0,0
RA_D2726	0	Nie słuchał	Nie słuchał	0,0
RA_D2726	1	Słuchał	Słuchał	0,0
RA_T5321	0	Nie słuchał	Nie słuchał	0,0
RA_T5321	1	Słuchał	Słuchał	0,0
RA_D5321	0	Nie słuchał	Nie słuchał	0,0
RA_D5321	1	Słuchał	Słuchał	0,0
RA_T2729	0	Nie słuchał	Nie słuchał	0,0
RA_T2729	1	Słuchał	Słuchał	0,0
RA_D2729	0	Nie słuchał	Nie słuchał	0,0
RA_D2729	1	Słuchał	Słuchał	0,0
RA_T5511	0	Nie słuchał	Nie słuchał	0,0
RA_T5511	1	Słuchał	Słuchał	0,0
RA_D5511	0	Nie słuchał	Nie słuchał	0,0
RA_D5511	1	Słuchał	Słuchał	0,0
RA_T4715	0	Nie słuchał	Nie słuchał	0,0
RA_T4715	1	Słuchał	Słuchał	0,0
RA_D4715	0	Nie słuchał	Nie słuchał	0,0
RA_D4715	1	Słuchał	Słuchał	0,0
RA_T5315	0	Nie słuchał	Nie słuchał	0,0
RA_T5315	1	Słuchał	Słuchał	0,0
RA_D5315	0	Nie słuchał	Nie słuchał	0,0
RA_D5315	1	Słuchał	Słuchał	0,0
RA_T2719	0	Nie słuchał	Nie słuchał	0,0
RA_T2719	1	Słuchał	Słuchał	0,0
